,Pulled_ID,Pulled_Movie_Name,Pulled_Release_Date,Budget,Revenue,Profit,Gender,Preformer
355,468362,The Angel,2018-05-15,12000000,0,-12000000,2,Marwan Kenzari
356,632618,The Crimes That Bind,2020-08-20,0,0,0,1,Cecilia Roth
357,465003,The Red Sea Diving Resort,2019-07-28,0,0,0,2,Chris Evans
358,779201,What Would Sophia Loren Do?,2021-01-15,0,0,0,1,Nancy Kulik
359,667520,A Whisker Away,2020-06-18,0,0,0,1,Mirai Shida
360,802403,Ajeeb Daastaans,2021-04-16,0,0,0,1,Konkona Sen Sharma
361,763568,Arlo the Alligator Boy,2021-04-16,0,0,0,0,Michael J. Woodard
362,621753,"Bikram: Yogi, Guru, Predator",2019-09-10,0,0,0,0,Larissa Anderson
363,422128,Blame,2018-01-05,0,0,0,1,Quinn Shephard
364,671295,Blue Miracle,2021-05-27,0,0,0,2,Jimmy Gonzales
365,462104,Counterpunch,2017-06-16,1300000,0,-1300000,,
366,776142,"Crack: Cocaine, Corruption & Conspiracy",2021-01-11,0,0,0,0,Carl Hart
367,545609,Extraction,2020-04-24,65000000,0,-65000000,2,Chris Hemsworth
368,653747,Giving Voice,2020-01-26,0,0,0,2,Denzel Washington
369,592984,Hillbilly Elegy,2020-11-09,0,0,0,1,Amy Adams
370,253154,Imperial Dreams,2014-01-20,0,0,0,2,John Boyega
371,755339,Just Another Christmas,2020-12-03,0,0,0,2,Leandro Hassum
372,587385,Little Miss Sumo,2018-10-18,0,0,0,0,Hiyori Kon
373,722913,Malcolm & Marie,2021-01-29,2500000,30000000,27500000,1,Zendaya
374,430780,"Michael Bolton's Big, Sexy Valentine's Day Special",2017-02-07,0,0,0,2,Michael Bolton
375,583689,Moxie,2021-03-03,0,0,0,1,Hadley Robinson
376,606523,Night in Paradise,2020-09-03,0,0,0,2,Uhm Tae-goo
377,785534,Paper Lives,2021-03-12,0,0,0,2,Çağatay Ulusoy
378,587910,Parchís: the Documentary,2019-03-12,0,0,0,0,Constantino 'Tino' Fernández
379,353571,Tallulah,2016-06-02,0,0,0,3,Elliot Page
380,547016,The Old Guard,2020-07-10,70000000,0,-70000000,1,Charlize Theron
381,376426,Tony Robbins: I Am Not Your Guru,2016-07-15,0,0,0,2,Tony Robbins
382,639411,Upstarts,2019-10-18,0,0,0,2,Priyanshu Painyuli
383,474354,22 July,2018-10-05,20000000,0,-20000000,0,Jonas Strand Gravli
384,391710,A Futile and Stupid Gesture,2018-01-24,10000000,0,-10000000,2,Will Forte
385,675598,A Life of Speed: The Juan Manuel Fangio Story,2020-03-20,0,0,0,0,Juan Manuel Fangio
386,631344,A Love Song for Latasha,2019-04-28,0,0,0,1,Brittany Hudson
387,595399,All in My Family,2019-05-03,0,0,0,0,Hao Wu
388,513576,Always Be My Maybe,2019-05-31,0,0,0,1,Ali Wong
389,699280,Becoming,2020-05-06,0,0,0,1,Michelle Obama
390,474051,Calibre,2018-06-22,0,0,0,2,Jack Lowden
391,773655,Death to 2020,2020-12-27,0,0,0,2,Samuel L. Jackson
392,739246,GIMS: On the Record,2020-09-17,0,0,0,2,Gims
393,673175,Have a Good Trip: Adventures in Psychedelics,2020-05-11,0,0,0,2,Nick Offerman
394,475345,Heroin(e),2017-09-03,0,0,0,,
395,511791,Mercury 13,2018-04-08,0,0,0,0,Myrtle Cagle
396,483010,Saving Capitalism,2017-08-25,0,0,0,2,Robert Reich
397,743382,Serious Men,2020-10-02,0,0,0,2,Nawazuddin Siddiqui
398,597156,The Boys in the Band,2020-09-30,0,0,0,2,Jim Parsons
399,748807,The Boys in the Band: Something Personal,2020-09-30,0,0,0,2,Mart Crowley
400,667869,The Life Ahead,2020-11-03,0,0,0,1,Sophia Loren
401,299782,The Other Side of the Wind,2018-11-02,12000000,0,-12000000,2,John Huston
402,683540,The Trader,2016-10-12,0,0,0,,
403,401104,To the Bone,2017-01-22,0,0,0,1,Lily Collins
404,782973,Tony Parker: The Final Shot,2021-01-06,0,0,0,2,Tony Parker
405,735919,AK vs AK,2020-12-24,0,0,0,2,Anil Kapoor
406,411009,Amanda Knox,2016-09-10,0,0,0,1,Amanda Knox
407,746752,Bigflo & Oli: Hip Hop Frenzy,2020-10-08,0,0,0,2,Bigflo
408,797309,Biggie: I Got a Story to Tell,2021-03-01,0,0,0,2,The Notorious B.I.G.
409,776979,Cops and Robbers,2020-12-28,0,0,0,2,Timothy Ware-Hill
410,425591,I Don't Feel at Home in This World Anymore,2017-01-19,0,0,0,1,Melanie Lynskey
411,450628,Laerte-se,2017-05-18,0,0,0,1,Laerte Coutinho
412,614560,Mank,2020-11-13,25000000,122252,-24877748,2,Gary Oldman
413,433252,Our Souls at Night,2017-09-01,0,0,0,2,Robert Redford
414,454227,Outlaw King,2018-09-06,0,0,0,2,Chris Pine
415,786190,Pagglait,2021-03-26,0,0,0,1,Sanya Malhotra
416,553539,ReMastered: Who Shot the Sheriff,2018-10-12,0,0,0,2,Jimmy Cliff
417,490818,Seeing Allred,2018-01-21,0,0,0,1,Gloria Allred
418,530973,Spelling the Dream,2020-06-03,0,0,0,0,Srinivas Ayyagari
419,686677,The Claudia Kishi Club,2020-03-26,0,0,0,0,Naia Cucukov
420,597219,The Half of It,2020-05-01,0,0,0,1,Leah Lewis
421,500682,The Highwaymen,2019-03-15,49000000,0,-49000000,2,Kevin Costner
422,604196,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019-05-23,0,0,0,2,Andy Samberg
423,396398,The Meyerowitz Stories (New and Selected),2017-10-13,0,0,0,2,Adam Sandler
424,507618,Feminists: What Were They Thinking?,2018-02-19,700000,0,-700000,1,Laurie Anderson
425,472424,Gaga: Five Foot Two,2017-09-08,0,0,0,1,Lady Gaga
426,473313,Kingdom of Us,2017-10-07,0,0,0,0,Paul Shanks
427,650614,"Lorena, Light-footed Woman",2019-11-24,0,0,0,0,Lorena Ramirez
428,630750,Los Tigres del Norte at Folsom Prison,2019-09-05,0,0,0,,
429,615667,Ma Rainey's Black Bottom,2020-11-25,0,0,0,1,Viola Davis
430,777306,Ma Rainey's Black Bottom: A Legacy Brought to Screen,2020-12-18,0,0,0,2,Glynn Turman
431,799555,Operation Varsity Blues: The College Admissions Scandal,2021-03-17,0,0,0,2,Matthew Modine
432,785976,Pelé,2021-02-23,0,0,0,2,Pelé
433,553645,ReMastered: Devil at the Crossroads,2019-04-26,0,0,0,2,Keith Richards
434,601516,ReMastered: The Lion's Share,2019-05-17,0,0,0,2,Rian Malan
435,553644,ReMastered: The Miami Showband Massacre,2019-03-22,0,0,0,0,Stephen Travers
436,473545,Resurface,2017-04-23,0,0,0,0,Bobby Lane
437,439059,Rocko's Modern Life: Static Cling,2019-08-09,0,0,0,2,Carlos Alazraqui
438,636565,Rose Island,2020-12-09,8000000,0,-8000000,0,Elio Germano
439,654028,The Christmas Chronicles: Part Two,2020-11-18,0,0,0,2,Kurt Russell
440,327331,The Dirt,2019-03-22,0,0,0,2,Douglas Booth
441,449992,The Night Comes for Us,2018-10-05,0,0,0,2,Joe Taslim
442,437443,13th: A Conversation with Oprah Winfrey & Ava DuVernay,2017-01-26,0,0,0,1,Ava DuVernay
443,752455,Angela's Christmas Wish,2020-12-01,0,0,0,1,Lucy O'Connell
444,752455,Angela's Christmas Wish,2020-12-01,0,0,0,1,Lucy O'Connell
445,603519,Beats,2019-06-19,0,0,0,2,Anthony Anderson
446,597594,Circus of Books,2019-04-26,0,0,0,1,Rachel Mason
447,755328,Dance Dreams: Hot Chocolate Nutcracker,2020-11-27,0,0,0,1,Debbie Allen
448,554175,Derren Brown: Sacrifice,2018-10-19,0,0,0,2,Derren Brown
449,538620,"El Pepe, A Supreme Life",2019-10-13,0,0,0,2,José Mujica
450,9727,End Game,2006-03-22,5000000,0,-5000000,2,Cuba Gooding Jr.
451,21868,Evelyn,2002-09-30,0,0,0,2,Pierce Brosnan
452,717192,Ferry,2021-05-14,0,0,0,2,Frank Lammers
453,25767,The Grass Is Greener,1960-12-23,0,6000000,6000000,2,Cary Grant
454,752618,Guillermo Vilas: Settling the Score,2020-10-27,0,0,0,0,Guillermo Vilas
455,433084,Joshua: Teenager vs. Superpower,2017-01-20,0,0,0,2,Joshua Wong
456,360341,Keith Richards: Under the Influence,2015-09-18,0,0,0,2,Keith Richards
457,565312,Knock Down the House,2019-01-27,0,0,0,1,Alexandria Ocasio-Cortez
458,561556,Loudon Wainwright III: Surviving Twin,2018-11-13,0,0,0,2,Loudon Wainwright III
459,381071,My Beautiful Broken Brain,2014-11-21,0,0,0,1,Lotje Sodderland
460,474569,One of Us,2017-09-10,0,0,0,0,Etty
461,641662,Pieces of a Woman,2020-12-30,0,0,0,1,Vanessa Kirby
462,491104,"Ram Dass, Going Home",2017-09-24,0,0,0,2,Ram Dass
463,553649,ReMastered: Tricky Dick & The Man in Black,2018-11-02,0,0,0,2,Johnny Cash
464,753272,Rooting for Roona,2020-10-15,0,0,0,,
465,499932,The Devil All the Time,2020-09-11,0,0,0,2,Tom Holland
466,532865,The Dig,2021-01-14,0,0,0,1,Carey Mulligan
467,566222,The Great Hack,2019-01-26,0,0,0,0,Brittany Kaiser
468,628534,The White Tiger,2021-01-13,0,0,0,2,Adarsh Gourav
469,466282,To All the Boys I've Loved Before,2018-08-16,0,0,0,1,Lana Condor
470,743601,American Murder: The Family Next Door,2020-09-30,0,0,0,0,Nickole Atkinson
471,376228,Audrie & Daisy,2016-09-23,0,0,0,1,Daisy Coleman
472,433247,First They Killed My Father,2017-02-18,24000000,0,-24000000,0,Sareum Srey Moch
473,567860,Fyre,2019-01-18,0,0,0,2,Billy McFarland
474,360029,Into the Inferno,2016-09-07,0,0,0,2,Werner Herzog
475,688848,LA Originals,2020-04-10,0,0,0,2,Estevan Oriol
476,492184,Ladies First,2017-07-07,450000,0,-450000,0,Deepika Kumari
477,505175,Love per Square Foot,2018-02-14,0,0,0,2,Vicky Kaushal
478,525183,Paddleton,2019-02-22,0,0,0,2,Mark Duplass
479,458342,Private Life,2018-10-05,0,0,0,1,Kathryn Hahn
480,376660,The Edge of Seventeen,2016-11-18,9000000,18803648,9803648,1,Hailee Steinfeld
481,27769,Sometimes They Come Back,1991-05-07,0,0,0,2,Tim Matheson
482,539036,Soni,2019-01-18,0,0,0,0,Geetika Vidya Ohlyan
483,620897,The Forty-Year-Old Version,2020-01-25,0,0,0,1,Radha Blank
484,728116,The Disciple,2020-09-03,0,0,0,0,Aditya Modak
485,566221,The Edge of Democracy,2019-01-24,0,0,0,1,Dilma Rousseff
486,504949,The King,2019-10-11,0,0,0,2,Timothée Chalamet
487,334517,The Siege of Jadotville,2016-09-19,0,0,0,2,Jamie Dornan
488,507389,Zion,2018-01-18,0,0,0,0,Zion Clark
489,528888,Dolemite Is My Name,2019-10-04,0,0,0,2,Eddie Murphy
490,559969,El Camino: A Breaking Bad Movie,2019-10-11,0,0,0,2,Aaron Paul
491,393443,Extremis,2016-04-17,0,0,0,0,Monica Bhargava
492,695476,Father Soldier Son,2020-04-15,0,0,0,0,Brian Eisch
493,448448,Get Me Roger Stone,2017-04-23,0,0,0,2,Roger Stone
494,582927,I'm No Longer Here,2019-10-21,849080,0,-849080,2,Juan Daniel Garcia Treviño
495,653735,Mucho Mucho Amor: The Legend of Walter Mercado,2020-01-24,0,0,0,2,Walter Mercado
496,726940,Octonauts and the Caves of Sac Actun,2020-08-14,0,0,0,2,Simon Greenall
497,387426,Okja,2017-06-28,50000000,0,-50000000,1,Ahn Seo-hyun
498,538362,On My Skin,2018-09-12,0,0,0,2,Alessandro Borghi
499,589615,Raat Akeli Hai,2020-07-31,0,0,0,2,Nawazuddin Siddiqui
500,553651,ReMastered: Massacre at the Stadium,2019-01-11,0,0,0,2,Víctor Jara
501,553646,ReMastered: The Two Killings of Sam Cooke,2019-02-08,0,0,0,2,Sam Cooke
502,753583,Secrets of the Saqqara Tomb,2020-10-28,0,0,0,,
503,651166,Sitara: Let Girls Dream,2019-09-23,0,0,0,,
504,376389,Sky Ladder: The Art of Cai Guo-Qiang,2017-09-22,0,0,0,0,Cai Guo-Qiang
505,390520,Team Foxcatcher,2016-04-18,0,0,0,2,Dave Schultz
506,537996,The Ballad of Buster Scruggs,2018-11-09,0,0,0,2,Tim Blake Nelson
507,448444,The Death and Life of Marsha P. Johnson,2017-07-27,0,0,0,0,Marsha P. Johnson
508,318121,The Fundamentals of Caring,2016-06-16,0,0,0,2,Paul Rudd
509,261039,"The Other One: The Long, Strange Trip of Bob Weir",2014-04-20,0,0,0,2,Bob Weir
510,565716,American Factory,2019-08-21,0,0,0,0,Junming 'Jimmy' Wang
511,634754,Fire in Paradise,2019-09-01,0,0,0,,
512,459992,Long Shot,2019-05-02,40000000,0,-40000000,1,Charlize Theron
513,653567,Miss Americana,2020-01-31,0,0,0,1,Taylor Swift
514,524288,Period. End of Sentence.,2018-04-05,0,0,0,0,Arunachalam Muruganatham
515,768410,Shawn Mendes: Live in Concert,2020-11-25,0,0,0,2,Shawn Mendes
516,489994,Shirkers,2018-01-21,0,0,0,1,Sandi Tan
517,606215,The Black Godfather,2019-06-07,0,0,0,0,Clarence Avant
518,651724,The Irishman: In Conversation,2019-11-27,0,0,0,2,Martin Scorsese
519,720748,The Speed Cubers,2020-07-29,0,0,0,0,Max Park
520,538002,They'll Love Me When I'm Dead,2018-08-31,0,0,0,2,Orson Welles
521,318225,Tig,2015-04-23,0,0,0,1,Tig Notaro
522,485157,Barbra: The Music ... The Mem'ries ... The Magic!,2017-11-22,0,0,0,1,Barbra Streisand
523,740996,BLACKPINK: Light Up the Sky,2020-10-14,0,0,0,1,Lisa
524,47821,City of Joy,1992-04-15,27000000,14683921,-12316079,2,Patrick Swayze
525,653574,Dick Johnson Is Dead,2020-01-23,0,0,0,0,Michael Hilow
526,593691,Homecoming: A Film by Beyoncé,2019-04-17,0,0,0,1,Beyoncé
527,472983,Invader ZIM: Enter the Florpus,2019-08-16,0,0,0,2,Jhonen Vasquez
528,473408,Joan Didion: The Center Will Not Hold,2017-10-11,0,0,0,1,Joan Didion
529,86705,John Mulaney: New in Town,2012-01-31,0,0,0,2,John Mulaney
530,545634,Reversing Roe,2018-09-01,0,0,0,0,Donna Howard
531,416211,The White Helmets,2016-09-16,0,0,0,0,Khalid Farah
532,684700,Athlete A,2020-06-24,0,0,0,0,Maggie Nichols
533,349138,Ludo,2015-07-17,0,0,0,1,Kamalika Banerjee
534,504561,Quincy,2018-09-21,0,0,0,2,Quincy Jones
535,627070,Tell Me Who I Am,2019-10-18,0,0,0,0,Alex Lewis
536,511815,The Bleeding Edge,2018-07-27,0,0,0,0,Robert Bridges
537,656690,The Social Dilemma,2020-01-26,0,0,0,2,Skyler Gisondo
538,551332,The Two Popes,2019-11-27,0,232638,232638,2,Anthony Hopkins
539,318044,"What Happened, Miss Simone?",2015-01-22,0,0,0,1,Nina Simone
540,671909,Yeh Ballet,2020-02-21,0,0,0,0,Achintya Bose
541,610120,Anima,2019-06-27,0,0,0,2,Thom Yorke
542,283587,Beasts of No Nation,2015-09-11,6000000,9077700,3077700,2,Abraham Attah
543,596204,Brené Brown: The Call to Courage,2019-04-19,0,0,0,1,Brené Brown
544,653725,Crip Camp: A Disability Revolution,2020-03-25,0,0,0,0,Larry Allison
545,718831,Jim Jefferies: Intolerant,2020-07-07,0,0,0,2,Jim Jefferies
546,408619,Justin Timberlake + The Tennessee Kids,2016-09-13,0,0,0,2,Justin Timberlake
547,649368,Road to Roma,2020-02-11,0,0,0,2,Alfonso Cuarón
548,426426,Roma,2018-08-25,15000000,1140769,-13859231,1,Yalitza Aparicio
549,713776,If Anything Happens I Love You,2020-03-07,0,0,0,,
550,398978,The Irishman,2019-11-01,159000000,8000000,-151000000,2,Robert De Niro
551,556984,The Trial of the Chicago 7,2020-09-25,35000000,107423,-34892577,2,Yahya Abdul-Mateen II
552,687156,A Secret Love,2020-04-29,0,0,0,1,Terry Donahue
553,432976,Icarus,2017-06-03,0,0,0,2,Bryan Fogel
554,492188,Marriage Story,2019-09-28,18000000,2300000,-15700000,2,Adam Driver
555,411023,The Ivory Game,2016-09-02,0,0,0,2,Ofir Drori
556,432615,Chasing Coral,2017-03-16,0,0,0,0,Andrew Ackerman
557,682110,My Octopus Teacher,2020-09-04,0,0,0,2,Craig Foster
558,726887,Rising Phoenix,2020-08-26,0,0,0,1,Bebe Vio
559,13207,Friday the 13th,2009-02-11,19000000,91509154,72509154,2,Jared Padalecki
560,653610,Disclosure,2020-06-19,0,0,0,1,Laverne Cox
561,508965,Klaus,2019-11-08,0,0,0,2,Jason Schwartzman
562,801058,Seaspiracy,2021-03-24,0,0,0,2,Ali Tabrizi
563,753230,The Three Deaths of Marisela Escobedo,2020-10-14,0,0,0,0,Juan Manuel Fraire Escobedo
564,474433,Cuba and the Cameraman,2017-09-08,0,0,0,2,Jon Alpert
565,634541,Dancing with the Birds,2019-10-23,0,0,0,2,Stephen Fry
566,699210,Ben Platt: Live from Radio City Music Hall,2020-05-20,0,0,0,2,Ben Platt
567,568332,Taylor Swift: Reputation Stadium Tour,2018-12-31,0,0,0,1,Taylor Swift
568,355020,Winter on Fire: Ukraine's Fight for Freedom,2015-10-09,0,0,0,0,Cissy Jones
569,563708,Springsteen On Broadway,2018-12-16,0,0,0,2,Bruce Springsteen
570,765613,Emicida: AmarElo - It's All for Yesterday,2020-12-08,0,0,0,2,Emicida
571,664280,David Attenborough: A Life on Our Planet,2020-09-28,0,0,0,2,David Attenborough
